sub_realm,group,system,mass_kg,er_w,power_density_w_per_kg,comments,reference,segment,color,data_source
evolution,human evolution (2),anatomically modern humans: temperate climate,55.7,109.0,1.96,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (2),,66.0,153.0,2.32,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (2),anatomically modern humans: warm climate,62.3,111.0,1.78,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (2),,68.0,152.0,2.23,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (3),Hadza,43.4,90.8,2.09,average mass; average total energy expenditures in kcal/day as ERin,"H. Pontzer et al., “Hunter-gatherer energetics and human obesity”, PLoS One, 7 (2012) e40503.",Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (3),,50.9,128.0,2.52,idem,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (3),Bolivian farmer,48.1,119.0,2.48,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (3),,54.7,138.0,2.53,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (3),Western,74.4,114.0,1.53,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (3),,81.0,148.0,1.82,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (4),Homo heidelbergiensis BMR,60.4,65.3,1.08,average of reconstructed masses; average of reconstructed basal metabolic rates in kcal/day as ERin,"A.W. Froehle et al., “Energetics and modern humans”, in “The origins of modern humans”, F.H. Smith and J.C.M. Ahren (Eds.), John Wiley & Sons (2013) ch. 8. ",Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (4),,79.3,87.8,1.11,idem,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (4),Homo neanderthalis BMR,66.6,69.2,1.04,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (4),,76.9,85.9,1.12,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (4),Homo sapiens: 98 to 90 kya: BMR,63.2,75.5,1.19,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (4),,69.0,79.8,1.16,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (4),Homo sapiens: 33 to 20 kya: BMR,59.6,64.8,1.09,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (4),,69.2,79.9,1.15,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (4),Homo sapiens: 20 to 10 kya: BMR,58.0,63.8,1.1,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (4),,66.5,77.8,1.17,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (5),Australopitecus afarensis,29.3,50.1,1.71,average reconstructed mass and average reconstructed daily energy expenditure in kcal/d as ERin,"K.L. Steudel-Numbers, “Energetics in Homo erectus and other early hominins: The consequences of increased lower-limb length”, J. Hum. Evol., 51 (2006) 445.",Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (5),,44.6,69.2,1.55,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (5),Australopitecus africanus,30.2,51.3,1.7,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (5),,40.8,64.6,1.58,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (5),Australopitecus robustus,31.9,53.5,1.68,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (5),,40.2,63.9,1.59,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (5),Australopitecus boisei,34.0,56.2,1.65,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (5),,48.6,73.9,1.52,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (5),early Homo,49.6,90.2,1.82,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (5),,57.0,115.0,2.02,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (5),Homo erectus,52.3,92.4,1.77,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (5),,63.0,110.0,1.74,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution: RMR,Australopitecus afarensis,37.1,53.2,1.44,average reconstructed mass; average reconstructed rest metabolic rate in kcal/day as ERin,"W.L. Leonard and M.L. Robertson, “Nutritional Requirements and Human Evolution: A Bioenergetics Model”, Am. J. Hum. Biol., 4 (1992) 179.",Multicellular,#588B5C,van Duin (2024)
evolution,human evolution: RMR,Australopitecus africanus,35.3,51.3,1.45,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution: RMR,Australopitecus robustus/boisei,44.4,61.1,1.38,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution: RMR,Homo habilis,48.0,64.8,1.35,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution: RMR,Homo erectus,53.0,70.0,1.32,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution: RMR,Homo sapiens (early),57.0,73.9,1.3,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution: TEE,Australopitecus afarensis,37.1,85.6,2.31,average reconstructed mass and average reconstructed total energy expenditure in kcal/d as ERin,"W.L. Leonard and M.L. Robertson, “Nutritional Requirements and Human Evolution: A Bioenergetics Model”, Am. J. Hum. Biol., 4 (1992) 179.",Multicellular,#588B5C,van Duin (2024)
evolution,human evolution: TEE,Australopitecus africanus,35.3,82.4,2.33,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution: TEE,Australopitecus robustus/boisei,44.4,98.3,2.21,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution: TEE,Homo habilis,48.0,107.0,2.23,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution: TEE,Homo erectus,53.0,126.0,2.38,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution: TEE,Homo sapiens (early),57.0,134.0,2.35,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",Meleagris gallopavo,4.78,5210.0,1090.0,body mass in g; ERin calculated by multiplying specific metabolic rate with body mass,"A.M. Makarieva, V.G. Gorshkov and B-L. Li, “Energetics of the smallest: Do bacteria breathe at the same rate as whale ?”, Proc. R. Soc. B, 272 (2005) 2219",Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,1.0,870.0,870.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,0.92,1470.0,1600.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,0.783,771.0,985.0,,  ,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,0.492,704.0,1430.0,, ,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,0.307,317.0,1030.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,0.2,332.0,1660.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",Coturnis chinensis,0.0436,85.0,1950.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,0.0084,11.8,1410.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,0.0074,12.1,1640.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,0.004,2.8,700.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,0.0033,3.61,1100.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,0.003,3.45,1150.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,0.0022,1.45,660.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,0.0012,1.12,930.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,0.000195,0.225,1150.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,0.000161,0.538,3340.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,8.4e-05,0.0731,870.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,7.8e-05,0.14,1800.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",Galago senegalensis,0.25,2230.0,8900.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,0.0242,16.1,667.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,0.0025,13.3,5300.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,0.00085,0.782,920.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,0.00065,0.715,1100.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,"animal body at peak activity (jumping, takeoff flight)",,4.5e-07,0.00293,6500.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,human organs (1),brain,1.3,14.6,11.2,total organ metabolic rate in rest as ERin,"L.C. Aiello and P. Wheeler, “The expensive-tissue hypothesis”, Curr. Anthropol., 36 (I995) 199.",Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,man,heart,0.3,9.7,32.3,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,man,kidney,0.3,7.0,23.3,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,man,liver,1.4,17.1,12.2,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,man,gastro-intestinal tract,1.1,13.4,12.2,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,man,skeletal muscle,27.0,13.5,0.5,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,man,lung,0.6,4.0,6.67,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,man,skin,5.0,1.5,0.3,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,man,average human male,65.0,90.6,1.39,as reference,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,human organs (2),adipose tissue,20.9,4.55,0.218,metabolic rate (erroneously indicated as specific metabolic rate) in kcal/day as ERin,"J.E. Blundell et al., “The drive to eat in homo sapiens: Energy expenditure drives energy intake”, Physiol. Behav., 219 (2020) 112846.",Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,woman,skeletal muscle,21.4,13.6,0.634,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,woman,brain,1.27,14.8,11.7,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,woman,liver,1.27,12.4,9.73,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,woman,kidneys,0.25,5.35,21.4,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,woman,heart,0.26,5.56,21.4,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,woman,residual,20.6,12.1,0.585,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,woman,total female,65.9,68.2,1.03,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,mammal brains,rat,0.00224,0.0775,34.7,"brain mass calculated by ratioing glucose utilisation by specific glucose utilisation; glucose utilisation in micromol/min converted with 3,06 J/microg to ERin","J. Karbowski, ""Global and regional brain metabolic scaling and its functional consequences: Supplementary material"", BMC Biol. 5 (2007) 18",Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,mammal brains,cat,0.0316,1.11,35.2,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,mammal brains,monkey,0.0999,1.83,18.4,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,mammal brains,sheep,0.115,2.05,17.9,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,mammal brains,baboon,0.137,3.08,22.4,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,mammal brains,human,1.38,21.9,15.8,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,mammal brains,mouse,0.00036,0.0163,45.4,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,mammal brains,squirrel,0.00647,0.198,30.6,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,mammal brains,rabbit,0.0115,0.404,35.2,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,mammal brains,goat,0.115,2.04,17.9,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,human brain regions,cerebellar cortex,0.146,2.13,14.6,"mass data do not represent full brain region and are, thus, under-estimates; more reliable mass data in g from various sources; mean values of regional cerebral specific metabolic rates for glucose in micromol/100g.min converted with 3,06 J/microg and mass to ERin","W.D. Heiss et al., ""Regional kinetic Constants and Cerebral Metabolic Rate for Glucose in Normal Human Volunteers Determined by Dynamic Positron Emission Tomography of [1Sp]-2-Pluoro-2-deoxy-n-glucose"", J. Cereb. Blood Flow Metab. 4 (1984) 212",Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,human brain regions,mid brain,0.014,0.186,13.3,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,human brain regions,oval center,0.064,0.571,8.93,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,human brain regions,frontolateral cortex,0.299,6.27,21.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,human brain regions,temporal cortex,0.208,3.65,17.5,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,human brain regions,parietal cortex,0.208,3.95,19.0,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,human brain regions,occipital cortex,0.194,3.27,16.8,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,tumor,study A,0.8,11.6,14.5,average tumor weight from Figure 5; ER calculated from specific energy costs in kcal/(kg tumor.day),Modeling the energetic cost of cancer as a result of altered energy metabolism,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,tumor,study B: average of range,0.8,16.9,21.1,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,tumor,lower value of range,0.8,7.36,9.2,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,tumor,upper value,0.8,18.2,22.8,,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,bacteria in human gut,,0.9,7.32,8.13,mass of gut bacteria for average 90 kg man; metabolic rate as ERin calculated by multiplying specific metabolic rate in kcal/kg.h with body mass,"R.A. Riedl et al., ""Gut Microbiota Represent a Major Thermogenic Biomass"", Function 2 (2021) zqab019",Prokaryotes,#946B3A,van Duin (2024)
Ic) organism parts,bacteria in human gut,,1.8,14.4,8.0,average mass of gut bacteria in kg; metabolic rate as Erin calculated by multiplying specific metabolic rate in W/kg with mass,"R.A. Riedl et al., ""The Gut Microbiome, Energy Homeostasis, and Implications for Hypertension"", Curr. Hypertens. Rep. 19 (2017) 27",Prokaryotes,#946B3A,van Duin (2024)
Ic) organism parts,single cells,human neuron (= nerve cell),1e-11,2.57e-10,25.7,estimate for neuron mass; micromol glucose per min. converted with 2840 kJ/mol to ERin,"S. Herculano-Houzei, ""Scaling of Brain Metabolism with a Fixed Energy Budget per Neuron: Implications for Neuronal Activity, Plasticity and Evolution"",  PLoS One, 6 (2011) e17514",Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,single cells,tumor cell,3e-12,3e-11,10.0,estimates; metabolic rate as ERin,"H. Narayanan et al., “In silico estimates of the free energy rates in growing tumor spheroids”, J. Phys. Condens. Matter, 22 (2010) 194122.",Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,single cells,in vitro mammalian cell,3e-12,6e-11,20.0,mass in g; metabolic rate as ERin,"G.B. West et al., “Allometric scaling of metabolic rate from molecules and mitochondria to cells and mammals”, Proc. Natl. Acad. Sci. U.S.A., 99 (2002) 2473. ",Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,single cells,average human cell,1e-12,1e-12,1.0,mass estimated at 1 ng,https://en.wikipedia.org/wiki/Orders_of_magnitude_(power),Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,mitochondrion,,4e-17,1.24e-14,309.0,mass in g; metabolic rate from Figure 3 as ERin,idem,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,respiratory complex,,1.0000000000000001e-21,1.17e-18,1170.0,idem,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,cytochrome oxidase ,,3.32e-22,5.76e-19,1730.0,idem,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,flagella motor,power output,1.83e-20,3.2e-16,17500.0,mass of 11 MDa from ref. 1); ERout in pN.nm/s from ref. 2,"1) Bacterial flagellar motor; 2) “Motors for use in molecular nanotechnology”, PhD thesis by Martin Klok ",Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,flagella motor,power input,1.83e-20,2.9e-16,15900.0,mass of 11 MDa from ref. 1); ERin in pN.nm/s from ref. 2,,Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,ATP-ase protein,maximum power output,9.96e-22,1e-16,100000.0,mass of 600 kDa from ref. 1); ERout from ref. 2,"1) Understanding structure, function, and mutations in the mitochondrial ATP synthase; 2) “Motors for use in molecular nanotechnology”, PhD thesis by Martin Klok ",Multicellular,#588B5C,van Duin (2024)
Ic) organism parts,ATP-ase protein,fundamental limit of power output,9.96e-22,1e-17,10000.0,idem,,Multicellular,#588B5C,van Duin (2024)
