sub_realm,group,system,mass_kg,er_w,power_density_w_per_kg,comments,reference,segment,color,data_source
iii) eukaryotes,passeriformes: BMR,Regulus,0.0055,0.18,32.7,mass in g; basal metabolic rate as ERin,"V. M. Gavrilov, “Fundamental energetics of birds: 1. The maximum ability of birds to change their thermal conductance and the efficiency of metabolic energy transformation into mechanical work”, Biol. Bull., 39 (2012) 569.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Estrilda,0.0075,0.16,21.3,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Tiaris,0.0076,0.16,21.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Aegithalos,0.0088,0.25,28.4,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Troglodytes,0.009,0.24,26.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Uraeginthus,0.0091,0.16,17.6,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Lonchura,0.0101,0.21,20.8,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Parus,0.0108,0.27,25.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Taeniopygia,0.0117,0.23,19.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Acanthis,0.014,0.34,24.3,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Spinus,0.014,0.33,23.6,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Parus,0.0164,0.37,22.6,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Erithacus,0.0176,0.28,15.9,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Motacilla,0.018,0.28,15.6,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Fringilla,0.021,0.44,21.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Carpodacus,0.0212,0.36,17.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Passer,0.023,0.37,16.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Emberiza,0.0243,0.41,16.9,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Passer,0.0265,0.49,18.5,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Emberiza,0.0268,0.5,18.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Chloris,0.0282,0.56,19.9,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Loxia,0.0394,0.67,17.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Turdus,0.0628,0.76,12.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Turdus,0.0826,1.02,12.3,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Corvus,0.518,3.86,7.45,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes: BMR,Corvus,1.2,6.0,4.99,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: MPE,Aix,0.448,9.63,21.5,mass in g; maximal potential existence metabolic rate as ERin,"V. M. Gavrilov, “Fundamental energetics of birds: 1. The maximum ability of birds to change their thermal conductance and the efficiency of metabolic energy transformation into mechanical work”, Biol. Bull., 39 (2012) 569.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: MPE,Anas,0.718,11.4,15.9,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: MPE,Anas,1.02,15.7,15.3,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: MPE,Coturnix,0.097,3.91,40.3,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: MPE,Perdix,0.483,9.87,20.4,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: MPE,Lagopus,0.524,12.1,23.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: MPE,Alectoris,0.62,11.7,18.8,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: MPE,Tetrao,3.9,43.5,11.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: MPE,Fulica,0.412,8.16,19.8,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: MPE,Charadrius,0.036,1.85,51.4,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: MPE,Larus,0.285,8.17,28.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: MPE,Larus,0.428,10.7,25.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: MPE,Melopsittacus,0.0252,1.22,48.4,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: MPE,Agapornis,0.0481,1.94,40.3,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: MPE,Nymphicus,0.0856,2.85,33.3,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: MPE,Dendrocopus,0.098,3.68,37.6,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Regulus,0.0055,0.65,118.0,mass in g; maximal potential existence metabolic rate as ERin,"V. M. Gavrilov, “Fundamental energetics of birds: 1. The maximum ability of birds to change their thermal conductance and the efficiency of metabolic energy transformation into mechanical work”, Biol. Bull., 39 (2012) 569.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Estrilda,0.0075,0.65,86.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Tiaris,0.0076,0.75,98.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Aegithalos,0.0088,0.8,90.9,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Troglodytes,0.009,0.87,96.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Uraeginthus,0.0091,0.67,73.6,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Lonchura,0.0101,0.95,94.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Parus,0.0108,1.0,92.6,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Taeniopygia,0.0117,0.97,82.9,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Acanthis,0.014,1.27,90.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Spinus,0.014,1.26,90.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Parus,0.0164,1.31,79.9,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Erithacus,0.0176,1.28,72.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Motacilla,0.018,1.24,68.9,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Fringilla,0.021,1.69,80.5,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Carpodacus,0.0212,1.58,74.5,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Passer,0.023,1.51,65.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Emberiza,0.0243,1.82,74.9,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Passer,0.0265,1.91,72.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Emberiza,0.0268,1.81,67.5,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Chloris,0.0282,2.0,70.9,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Loxia,0.0394,2.51,63.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Turdus,0.0628,3.03,48.2,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Turdus,0.0826,3.76,45.5,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Corvus,0.518,12.3,23.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,passeriformes:  MPE,Corvus,1.2,19.6,16.3,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,flying birds,lower,0.005,0.111,22.3,lower body mass in g; lower basal metabolic rate in kJ/hr as ERin calculated via fitted equation,"F.J. Ballesteros et al., “On the thermodynamic origin of metabolic scaling”, Sci. Rep., 8 (2018) 1448.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,flying birds,upper,9.0,16.7,1.86,upper body mass in g; upper basal metabolic rate in kJ/hr as ERin calculated via fitted equation, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,flightless birds (without outliers),lower,0.04,0.248,6.2,lower body mass in g; lower basal metabolic rate in kJ/hr as ERin calculated via fitted equation,"F.J. Ballesteros et al., “On the thermodynamic origin of metabolic scaling”, Sci. Rep., 8 (2018) 1448.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,flightless birds (without outliers),upper,30.0,51.6,1.72,upper body mass in g; upper basal metabolic rate in kJ/hr as ERin calculated via fitted equation, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,birds (breeding): FMR,lower,0.004,0.312,78.1,lower mass in g read from plot; lower field metabolic rate in kJ/day as ERin calculated via equation,"K.A. Nagy, ""Field metabolic rate and body size"", J. Exp. Biol., 208 (2005) 1621",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,birds (breeding): FMR,upper,100.0,309.0,3.09,upper mass in g read from plot; upper field metabolic rate in kJ/day as ERin calculated via equation, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,birds: FMR,lower,0.00336,0.291,86.5,lower mass in g read from plot; lower field metabolic rate in kJ/day as ERin read from plot,"L.N. Hudson et al., “The relationship between body mass and field metabolic rate among individual birds and mammals”, J. Anim. Ecol., 82 (2013) 1009.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,birds: FMR,upper,106.0,398.0,3.77,upper mass in g read from plot; upper field metabolic rate in kJ/day as ERin read from plot, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,anoxia (= in absence of oxygen),5e-06,1.5e-07,0.03,mass in g; ERin calculated by multiplying specific metabolic rate with mass in g,"A.M. Makarieva, V.G. Gorshkov and B-L. Li, “Energetics of the smallest: Do bacteria breathe at the same rate as whale ?”, Proc. R. Soc. B, 272 (2005) 2219",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,3.1e-05,2.48e-06,0.08,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.078,0.00671,0.086,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0095,0.00095,0.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,"Chrysemys picta, 12 weeks in anoxic hibernation",0.953,0.0006,0.00063,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.00025,3e-07,0.0012,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.00152,0.000128,0.084,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,1.4e-05,1.06e-06,0.076,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.00218,0.000209,0.096,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0055,0.000193,0.035,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0306,0.00101,0.033,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0015,3.45e-05,0.023,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0012,0.0003,0.25,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0058,5.22e-05,0.009,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.04,0.00024,0.006,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0001,1.6e-05,0.16,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,hibernation,0.014,0.00546,0.39,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.007,0.00154,0.22,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0443,0.0155,0.35,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0186,0.00353,0.19,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0126,0.00328,0.26,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.33,0.0594,0.18,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.063,0.00819,0.13,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.045,0.0194,0.43,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.07,0.0133,0.19,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0104,0.00582,0.56,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.7,0.0623,0.089,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.06,0.0138,0.23,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.2,0.028,0.14,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,2.5,0.3,0.12,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,5.0,0.9,0.18,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.09,0.0351,0.39,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0052,0.000624,0.12,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.025,0.0055,0.22,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.008,0.00136,0.17,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0238,0.00405,0.17,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.007,0.0014,0.2,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.01,0.0029,0.29,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0074,0.000962,0.13,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.007,0.00168,0.24,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.2,0.05,0.25,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.2,0.066,0.33,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.65,0.228,0.35,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.4,0.044,0.11,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.257,0.0437,0.17,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,2.8,1.04,0.37,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0169,0.00946,0.56,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.087,0.0287,0.33,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0633,0.00127,0.02,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,110.0,38.5,0.35,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,200.0,84.0,0.42,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0226,0.00542,0.24,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0336,0.00773,0.23,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,sit & wait,3.2e-06,1.41e-06,0.44,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,4.5e-06,1.58e-06,0.35,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,7.5e-06,1.95e-06,0.26,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,1.07e-05,3.53e-06,0.33,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,5.6e-06,1.62e-06,0.29,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,1.32e-05,2.64e-06,0.2,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,7.02e-05,9.83e-06,0.14,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.000313,3.13e-05,0.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.009,0.00162,0.18,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.00016,4.96e-05,0.31,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.002,0.0005,0.25,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.00057,0.000131,0.23,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.00066,0.000231,0.35,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0053,0.00133,0.25,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.006,0.00168,0.28,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.015,0.0021,0.14,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.0005,0.00012,0.24,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.028,0.000532,0.019,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.1,0.0032,0.032,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,animals in energy-saving regime,,0.053,0.00143,0.027,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,bats and birds in flight,H.u.,0.0076,1.2,158.0,mass in g; flight costs as ERin,"Y. Winter and O. von Helversen, “The energy cost of flight - do small bats fly more cheaply than birds?”, J. Comp. Physiol. B, 168 (1998) 105.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,bats and birds in flight,G.c.,0.0086,1.23,143.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,bats and birds in flight,H.u.,0.0098,1.41,144.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,bats and birds in flight,G.s.,0.0114,1.63,143.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,bats and birds in flight,G.l.,0.0158,1.96,124.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,bats and birds in flight,G.l.,0.0169,1.99,118.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,bats and birds in flight,C.m.,0.0189,2.45,130.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,bats and birds in flight,C.m.,0.0202,2.69,133.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,bats and birds in flight,L.c.,0.0282,3.16,112.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,bats and birds in rest,H.u.,0.0076,0.19,25.0,mass in g; resting costs as ERin,"Y. Winter and O. von Helversen, “The energy cost of flight - do small bats fly more cheaply than birds?”, J. Comp. Physiol. B, 168 (1998) 105.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,bats and birds in rest,G.c.,0.0086,0.25,29.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,bats and birds in rest,H.u.,0.0098,0.27,27.6,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,bats and birds in rest,G.s.,0.0114,0.27,23.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,bats and birds in rest,G.l.,0.0158,0.38,24.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,bats and birds in rest,G.l.,0.0169,0.43,25.4,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,bats and birds in rest,C.m.,0.0189,0.51,27.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,bats and birds in rest,C.m.,0.0202,0.53,26.2,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,bats and birds in rest,L.c.,0.0282,1.03,36.5,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,flighing bats,Rhinolophus mehelyi,0.0107,1.71,160.0,mass in g; power as ERin,"C.C. Voight et al., “Perch-hunting in insectivorous Rhinolophus bats is related to the high energy costs of manoeuvring in flight”, J, Comp, Physiol. B 180, (2010) 1079.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,flighing bats,Rhinolophus euryale,0.013,2.61,201.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Megachile rotundata bee in flight,lower,1e-05,0.000283,28.3,"lower mass read from plot; lower metabolic rate from plot in micromol CO2 per hour converted with 0,534 J/micromol CO2 to ERin","C.C. Grula et al., “Body size allometry impacts flight-related morphology and metabolic rates in the solitary bee Megachile rotundata”, J. Insect Physiol., 133 (2021) 104275.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Megachile rotundata bee in flight,upper,3.98e-05,0.00126,31.7,"upper mass read from plot; upper metabolic rate from plot in micromol CO2 per hour converted with 0,534 J/micromol CO2 to ERin", ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Megachile rotundata bee in rest,lower,1e-05,9.34e-05,9.34,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Megachile rotundata bee in rest,upper,3.98e-05,0.000215,5.4,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,humans at different temperature/humidity,T in °C/RH = 28/50,71.1,86.0,1.21,"mean mass; mean BMR upon 1 hr exposure as ERin, calculated from increase in oxygen consumption times BMR of 33 yr male of Pontzer study (86 J/s)","M.E.T. Henderson, D. Brayson, and L.G. Halsey, ""The cardio-respiratory effects of passive heating and the human thermoneutral zone"", Physiol. Rep. (2021) 9:e14973",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,humans at different temperature/humidity,40/25,71.1,113.0,1.59,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,humans at different temperature/humidity,40/50,71.1,109.0,1.53,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,humans at different temperature/humidity,50/25,71.1,118.0,1.65,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,humans at different temperature/humidity,50/50,71.1,131.0,1.85,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,human activities,basal metabolic rate,75.0,100.0,1.33,BMR as ERin,https://en.wikipedia.org/wiki/Orders_of_magnitude_(power),Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,human activities,hand cranking,75.0,8.0,0.107,power as ERout,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,human activities,cycling,75.0,200.0,2.67,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,human activities,physical hard work,75.0,500.0,6.67,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,human activities,healthy human during a 30 s cycle sprint at 30 C,75.0,909.0,12.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,human activities,short-time power output of sprinting professional cyclists and weightlifters doing snatch lifts,80.0,2000.0,25.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,runners,world best runners,70.0,448.0,6.4,mass estimates; power as ERout calculated via specific power multiplied by mass,"https://blog.stryd.com/2020/01/10/how-to-calculate-your-race-time-from-your-target-power/#:~:text=The%20specific%20power%20P%2Fm,value%20around%203%20Watts%2Fkg.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,runners,recreational runners,80.0,240.0,3.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,100 m sprint peak,minimum,74.4,1690.0,22.7,peak power calculated from specific peak power times mass as ERout,"J.B. Morin et al, ""Mechanical determinants of 100-m sprint running performance"", Eur. J. Appl. Physiol. 112 (2012) 3921",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,100 m sprint peak,average,72.6,1160.0,16.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,100 m sprint peak,maximum,81.0,2520.0,31.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,100 m sprint mean,minimum,74.4,1350.0,18.1,average power calculated from specific average power times mass as ERout, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,100 m sprint mean,average,72.6,806.0,11.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,100 m sprint mean,maximum,81.0,2070.0,25.5,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Usain Bolt,Berlin (2009): maximum,86.0,2830.0,32.8,maximum power as ERout,"O. Helene and M.T. Yamashita, “The force, power and energy of the 100 meter sprint”, Am. J. Phys., 78 (2010) 307.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Usain Bolt,average,86.0,1200.0,14.0,average power calculated as ratio of total energy and time as ERout, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Usain Bolt,Bejing (2008): maximum,86.0,2950.0,34.3,maximum power as ERout, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Usain Bolt,average,86.0,1200.0,13.9,average power calculated as ratio of total energy and time as ERout, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cyclists,professional: 5 min,65.0,455.0,7.0,mass estimates and mass of bicycle not included; power as ERout calculated via specific power multiplied by mass,https://www.cyclingweekly.com/fitness/training/the-importance-of-power-to-weight-and-how-to-improve-yours-164589,Multicellular,#588B5C,van Duin (2024)
