name,category,track,mass_kg,mass_msun,mdot_kg_s,radius_m,eta,luminosity_w,power_density_w_per_kg,phi_source,mass_kg_err,power_density_w_per_kg_lo,power_density_w_per_kg_hi,dubus_table
XB 1832-330,neutron_stars,gravitational,2.783858e+30,1.4,6962694723299.618,12000.0,,6.23584192e+28,0.0224,tabulated_erd,,,,
Ser X-1,neutron_stars,gravitational,2.783858e+30,1.4,194253511806981.53,12000.0,,1.7426951079999996e+30,0.6259999999999999,tabulated_erd,,,,
"HETE J1900,1",neutron_stars,gravitational,2.783858e+30,1.4,5938769028696.732,12000.0,,5.317168779999999e+28,0.0191,tabulated_erd,,,,
Aql X-1,neutron_stars,gravitational,2.783858e+30,1.4,22582381893109.742,12000.0,,2.0266486239999995e+29,0.07279999999999999,tabulated_erd,,,,
4U 1916-053,neutron_stars,gravitational,2.783858e+30,1.4,11947732101934.24,12000.0,,1.07178533e+29,0.0385,tabulated_erd,,,,
4U 2129+12,neutron_stars,gravitational,2.783858e+30,1.4,6061640112049.079,12000.0,,5.428523099999999e+28,0.0195,tabulated_erd,,,,
Cyg X-2,neutron_stars,gravitational,2.783858e+30,1.4,886757458013283.8,12000.0,,7.961833879999999e+30,2.86,tabulated_erd,,,,
GRO J0422+32,transient_black_holes,gravitational,7.8942259e+30,3.97,1682388679747.5093,81476.90550000001,,1.5077971469e+28,0.00191,tabulated_erd,,,,
A620-00,transient_black_holes,gravitational,2.187317e+31,11.0,3421487090273.025,225754.65,,3.0622438e+28,0.0014,tabulated_erd,,,,
GRS 1009-45,transient_black_holes,gravitational,7.755033e+30,3.9,16571843549572.848,80040.28499999999,,1.4889663359999998e+29,0.0192,tabulated_erd,,,,
XTE J1118+480,transient_black_holes,gravitational,1.6961649099999998e+31,8.53,12602162395112.43,175062.46949999995,,1.13134199497e+29,0.00667,tabulated_erd,,,,
GS 1124684,transient_black_holes,gravitational,1.4913525e+31,7.5,20982600387862.195,153923.625,,1.87910415e+29,0.0126,tabulated_erd,,,,
GS 135464,transient_black_holes,gravitational,1.14337025e+31,5.750000000000001,102707623520166.3,118008.11249999999,,9.238431620000001e+29,0.0808,tabulated_erd,,,,
4U 154347,transient_black_holes,gravitational,1.8691618e+31,9.4,71202217532385.23,192917.61000000002,,6.373841738e+29,0.0341,tabulated_erd,,,,
XTE J1550564,transient_black_holes,gravitational,2.0878934999999998e+31,10.499999999999998,100187191041143.83,215493.07499999998,,8.977942049999998e+29,0.043,tabulated_erd,,,,
XTE J1650500,transient_black_holes,gravitational,5.4285231e+30,2.73,6868178505336.274,56028.1995,,6.188516334e+28,0.011399999999999999,tabulated_erd,,,,
GRO J165540,transient_black_holes,gravitational,1.2527361e+31,6.3,55008438854665.76,129295.84499999999,,4.935780233999999e+29,0.0394,tabulated_erd,,,,
MAXI J1659352,transient_black_holes,gravitational,1.1533126e+31,5.8,8884524488554.264,119034.26999999999,,7.980923192e+28,0.00692,tabulated_erd,,,,
GX 3394,transient_black_holes,gravitational,1.0538891e+31,5.3,800237312089639.2,108772.69499999998,,7.176984770999999e+30,0.6809999999999999,tabulated_erd,,,,
4U 1705250,transient_black_holes,gravitational,9.405463100000001e+30,4.73,18399157096864.15,97074.4995,,1.6553615056e+29,0.0176,tabulated_erd,,,,
GRS 1915+105,transient_black_holes,gravitational,2.783858e+31,14.0,9766675856212134.0,287324.1,,8.79699128e+31,3.16,tabulated_erd,,,,
GS 2000+25,transient_black_holes,gravitational,1.9089312e+31,9.6,4120907103201.7646,197022.24,,3.703326527999999e+28,0.0019399999999999997,tabulated_erd,,,,
V404 Cyg,transient_black_holes,gravitational,2.386164e+31,12.0,58978120009126.18,246277.8,,5.2972840799999994e+29,0.022199999999999998,tabulated_erd,,,,
Cyg X-1,transient_black_holes,gravitational,2.9429356e+31,14.8,888452448855426.4,303742.62,,7.975355475999999e+30,0.27099999999999996,tabulated_erd,,,,
LMC X-1,transient_black_holes,gravitational,2.16942077e+31,10.91,4146111427991989.0,223907.5665,,3.7314037244e+31,1.72,tabulated_erd,,,,
LMC X-3,transient_black_holes,gravitational,2.2072017e+31,11.100000000000001,4190218996374883.5,227806.96499999997,,3.75224289e+31,1.7,tabulated_erd,,,,
